id,location,text
pages.events.items.winter_showcase.excerpt,Events — Winter Showcase — short summary,Our annual winter showcase featuring students from every discipline.
pages.events.items.winter_showcase.image.alt,Events — Winter Showcase — image description (accessibility),Winter showcase performance lighting
pages.events.items.winter_showcase.location,Events — Winter Showcase — location,County Hall Theatre
pages.events.items.winter_showcase.title,Events — Winter Showcase — heading,Winter Showcase — Tickets On Sale
pages.events.meta.description,Events — description (browser tab / search engines),"Masterclasses, workshops, and performances at County Hall Dance & Performing Arts School."
pages.events.meta.title,Events — heading (browser tab / search engines),Events & Masterclasses
pages.booking.form.description,Booking page — form — description,"Tell us what you are looking for — studio hire, class booking, membership or a general question."
pages.booking.form.fields.email_address.label,Booking page — form — Email Address label,Email address
pages.booking.form.fields.email_address.placeholder,Booking page — form — Email Address placeholder text,you@example.com
pages.booking.form.fields.enquiry_about.label,Booking page — form — Enquiry About label,Enquiry about
pages.booking.form.fields.enquiry_about.options.classes_booking.label,Booking page — form — Enquiry About — Classes Booking,Classes Booking
pages.booking.form.fields.enquiry_about.options.general_enquire.label,Booking page — form — Enquiry About — General Enquire,General Enquire
pages.booking.form.fields.enquiry_about.options.membership_booking.label,Booking page — form — Enquiry About — Membership Booking,Membership Booking
pages.booking.form.fields.enquiry_about.options.studio_hire.label,Booking page — form — Enquiry About — Studio Hire,Studio Hire
pages.booking.form.fields.full_name.label,Booking page — form — Full Name label,Full name
pages.booking.form.fields.full_name.placeholder,Booking page — form — Full Name placeholder text,Your name
pages.booking.form.fields.message.label,Booking page — form — Message label,Message
pages.booking.form.fields.message.placeholder,Booking page — form — Message placeholder text,"Please include any relevant details — dates, class names, group size, etc."
pages.booking.form.fields.phone_optional.label,Booking page — form — Phone (Optional) label,Phone (optional)
pages.booking.form.fields.phone_optional.placeholder,Booking page — form — Phone (Optional) placeholder text,+44 …
pages.booking.form.selectplaceholder,Booking page — form — dropdown placeholder,Select an option
pages.booking.form.submitlabel,Booking page — form — button label,Send message
pages.booking.form.successmessage,Booking page — form — success message after sending,Thank you — your enquiry has been received. We will be in touch shortly.
pages.booking.form.title,Booking page — form — heading,Send an enquiry
pages.booking.hero.overline,Booking & enquiries page — hero small label above the heading,We'd love to hear from you
pages.booking.hero.subtitle,Booking & enquiries page — hero subtitle,Complete the form below and our team will respond by email within two working days.
pages.booking.hero.title,Booking & enquiries page — hero heading,Booking & Enquiries
pages.booking.meta.description,Booking & enquiries page — description (browser tab / search engines),"Send a booking or general enquiry to County Hall Dance Centre — studio hire, classes, membership and more."
pages.booking.meta.title,Booking & enquiries page — heading (browser tab / search engines),Booking & Enquiries
pages.contact.details.address.0,Contact page — studio details — address line 1,County Hall Dance Studio
pages.contact.details.address.1,Contact page — studio details — address line 2,Belvedere Road
pages.contact.details.address.2,Contact page — studio details — address line 3,London SE1 7GP
pages.contact.details.email,Contact page — studio details — email,hello@countyhalldance.co.uk
pages.contact.details.hours,Contact page — studio details — opening hours,"Office hours: Mon – Fri, 9:00 – 17:30"
pages.contact.details.phone,Contact page — studio details — phone,+44 20 7946 0958
pages.contact.details.title,Contact page — studio details — heading,Studio details
pages.contact.form.description,Contact page — form — description,Complete the form below and we will respond within two working days.
pages.contact.form.fields.email_address.label,Contact page — form — Email Address label,Email address
pages.contact.form.fields.email_address.placeholder,Contact page — form — Email Address placeholder text,you@example.com
pages.contact.form.fields.full_name.label,Contact page — form — Full Name label,Full name
pages.contact.form.fields.full_name.placeholder,Contact page — form — Full Name placeholder text,Your name
pages.contact.form.fields.message.label,Contact page — form — Message label,Message
pages.contact.form.fields.message.placeholder,Contact page — form — Message placeholder text,How can we help?
pages.contact.form.fields.phone_optional.label,Contact page — form — Phone (Optional) label,Phone (optional)
pages.contact.form.fields.phone_optional.placeholder,Contact page — form — Phone (Optional) placeholder text,+44 …
pages.contact.form.fields.subject.label,Contact page — form — Subject label,Subject
pages.contact.form.fields.subject.options.classes_timetable.label,Contact page — form — Subject — Classes & Timetable,Classes & timetable
pages.contact.form.fields.subject.options.courses.label,Contact page — form — Subject — Courses,Courses
pages.contact.form.fields.subject.options.general_enquiry.label,Contact page — form — Subject — General Enquiry,General enquiry
pages.contact.form.fields.subject.options.gift_cards.label,Contact page — form — Subject — Gift Cards,Gift cards
pages.contact.form.fields.subject.options.private_events.label,Contact page — form — Subject — Private Events,Private events
pages.contact.form.selectplaceholder,Contact page — form — dropdown placeholder,Select an option
pages.contact.form.submitlabel,Contact page — form — button label,Send message
pages.contact.form.successmessage,Contact page — form — success message after sending,Thank you — your message has been received. We will be in touch shortly.
pages.contact.form.title,Contact page — form — heading,Send an enquiry
pages.contact.hero.overline,Contact page — hero small label above the heading,We'd love to hear from you
pages.contact.hero.subtitle,Contact page — hero subtitle,"Questions about classes, courses, private events, or anything else — send us a message."
pages.contact.hero.title,Contact page — hero heading,Contact
pages.contact.map.directionslabel,Contact page — map — directions link,Open in Google Maps →
pages.contact.map.title,Contact page — map — heading,Find us
pages.contact.meta.description,Contact page — description (browser tab / search engines),Get in touch with County Hall Dance & Performing Arts School.
pages.contact.meta.title,Contact page — heading (browser tab / search engines),Contact
pages.faq.cta.button.label,FAQ page — button / call to action — label,Contact us
pages.faq.cta.text,FAQ page — button / call to action — text,Can't find what you need?
pages.faq.hero.overline,FAQ page — hero small label above the heading,Help centre
pages.faq.hero.subtitle,FAQ page — hero subtitle,Quick answers to common questions. Still unsure? Contact our friendly team.
pages.faq.hero.title,FAQ page — hero heading,Frequently asked questions
pages.faq.items.faq_1.answer,FAQ page — FAQ 1 — answer,Visit our Timetable & Booking page and use the booking widget to select a class. You will be directed to our external booking partner to complete registration and payment.
pages.faq.items.faq_1.question,FAQ page — FAQ 1 — question,How do I book a class?
pages.faq.items.faq_2.answer,FAQ page — FAQ 2 — answer,Yes. We offer a complimentary trial for new students on selected classes. Choose the trial option when booking through the timetable.
pages.faq.items.faq_2.question,FAQ page — FAQ 2 — question,Can my child try a class before committing?
pages.faq.items.faq_3.answer,FAQ page — FAQ 3 — answer,"Comfortable activewear is fine for a trial. If they continue, we will provide a uniform list — typically leotard, tights, ballet shoes, and hair in a neat bun."
pages.faq.items.faq_3.question,FAQ page — FAQ 3 — question,What should my child wear to their first ballet class?
pages.faq.items.faq_4.answer,FAQ page — FAQ 4 — answer,Courses run for a fixed term with a structured syllabus and limited places. Regular classes can often be booked on a rolling basis via the timetable.
pages.faq.items.faq_4.question,FAQ page — FAQ 4 — question,How are courses different from regular classes?
pages.faq.items.faq_5.answer,FAQ page — FAQ 5 — answer,"Optional examinations are available in ballet, tap, and drama through recognised awarding bodies. Your child's teacher will advise when they are ready."
pages.faq.items.faq_5.question,FAQ page — FAQ 5 — question,Do you offer exams?
pages.faq.items.faq_6.answer,FAQ page — FAQ 6 — answer,Events are booked directly via the Book Now button on each event page. Payments are processed securely through Stripe.
pages.faq.items.faq_6.question,FAQ page — FAQ 6 — question,How do I book an event or masterclass?
pages.faq.items.faq_7.answer,FAQ page — FAQ 7 — answer,There is limited on-site parking by arrangement. We recommend public transport — Waterloo station is a short walk from County Hall.
pages.faq.items.faq_7.question,FAQ page — FAQ 7 — question,Is there parking nearby?
pages.faq.meta.description,FAQ page — description (browser tab / search engines),"Frequently asked questions about classes, courses, and bookings at CHD PAS."
pages.faq.meta.title,FAQ page — heading (browser tab / search engines),FAQ
pages.giftcards.hero.overline,Gift cards page — hero small label above the heading,A thoughtful gift
pages.giftcards.hero.subtitle,Gift cards page — hero subtitle,"Perfect for birthdays, holidays, or encouraging someone to take their first class."
pages.giftcards.hero.title,Gift cards page — hero heading,Gift Cards
pages.giftcards.intro,Gift cards page — intro paragraph,"Gift cards can be redeemed against classes, courses, workshops, and merchandise. They are delivered by email and valid for twelve months from purchase."
pages.giftcards.meta.description,Gift cards page — description (browser tab / search engines),Give the gift of dance with a CHD PAS gift card.
pages.giftcards.meta.title,Gift cards page — heading (browser tab / search engines),Gift Cards
pages.giftcards.options.gift_100.amount,Gift cards — £100 gift card — amount,£100
pages.giftcards.options.gift_100.cta.label,Gift cards — £100 gift card — button,Buy £100 card
pages.giftcards.options.gift_100.description,Gift cards — £100 gift card — description,A generous gift towards a full course or multiple masterclasses.
pages.giftcards.options.gift_100.title,Gift cards — £100 gift card — heading,£100 Gift Card
pages.giftcards.options.gift_25.amount,Gift cards — £25 gift card — amount,£25
pages.giftcards.options.gift_25.cta.label,Gift cards — £25 gift card — button,Buy £25 card
pages.giftcards.options.gift_25.description,Gift cards — £25 gift card — description,Ideal for a single workshop or as a contribution towards term fees.
pages.giftcards.options.gift_25.title,Gift cards — £25 gift card — heading,£25 Gift Card
pages.giftcards.options.gift_50.amount,Gift cards — £50 gift card — amount,£50
pages.giftcards.options.gift_50.cta.label,Gift cards — £50 gift card — button,Buy £50 card
pages.giftcards.options.gift_50.description,Gift cards — £50 gift card — description,Covers several drop-in classes or part of a term enrolment.
pages.giftcards.options.gift_50.title,Gift cards — £50 gift card — heading,£50 Gift Card
pages.giftcards.terms,Gift cards page — terms note,Gift cards are non-refundable and cannot be exchanged for cash. Remaining balances stay on the card until used. Contact us for custom amounts.
ui.booking.orcall,Booking / enquiry form — words between email and phone,or call
ui.booking.preferdirectprefix,Booking / enquiry form — sentence before the email link,Prefer to reach us directly? Email
ui.form.requiredmarker,Forms — marker shown next to required form fields, *
ui.header.closemenu,Header — Close menu button (accessibility),Close menu
ui.header.mainnavigation,Header — screen-reader label for the main menu,Main navigation
ui.header.mobilenavigation,Header — screen-reader label for the mobile menu,Mobile navigation
ui.header.openmenu,Header — Open menu button (accessibility),Open menu
ui.header.submenusuffix,Header — suffix added to submenu labels (accessibility), submenu
ui.hero.featuredhighlights,Homepage hero — screen-reader label for the hero banner,Featured highlights
ui.hero.slidenavigation,Homepage hero — screen-reader label for slide dots,Slide navigation
ui.hero.slideprefix,Homepage hero — screen-reader prefix before the slide number,Slide
ui.sectionedpage.comingsoon,Placeholder pages — placeholder text for unfinished sections,Content for this section is coming soon.
